student_country,date_registered,paid,num_rated_courses,avg_rated_courses,avg_course_watched,total_time_watched,engagement_quizzes,engagement_exams,engagement_lessons,avg_exam_score,no_of_questions
NL,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-04,0,0.0,4.843362527906577,2.0,2.0,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
VN,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
MY,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
TR,2022-09-04,0,0.0,4.843362527906577,0.6,0.6,1.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
MX,2022-09-04,1,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IT,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
ES,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-04,0,0.0,4.843362527906577,0.6,0.6,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
PL,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
FI,2022-09-04,0,0.0,4.843362527906577,30.4,60.8,2.0,1.0,2.0,17.0,0.0
IN,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BD,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CH,2022-09-04,0,0.0,4.843362527906577,0.2,0.2,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-04,0,0.0,4.843362527906577,0.95,1.9,0.0,0.0,2.0,64.44682826482409,0.0
PT,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
FR,2022-09-04,0,0.0,4.843362527906577,6.5,6.5,1.0,0.0,1.0,64.44682826482409,0.0
IT,2022-09-04,0,0.0,4.843362527906577,13.9,13.9,0.0,0.0,1.0,64.44682826482409,0.0
NP,2022-09-04,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
AU,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
ZA,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
PE,2022-09-04,0,0.0,4.843362527906577,20.15,40.3,2.0,0.0,2.0,64.44682826482409,0.0
BR,2022-09-04,0,0.0,4.843362527906577,0.5,0.5,0.0,0.0,1.0,64.44682826482409,0.0
MA,2022-09-04,0,0.0,4.843362527906577,32.300000000000004,193.8,3.0,2.0,6.0,58.5,0.0
BD,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
MX,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-04,0,1.0,5.0,8.846153846153847,115.0,9.0,4.0,13.0,62.77777777777778,0.0
NG,2022-09-04,0,0.0,4.843362527906577,1.3,1.3,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-04,0,0.0,4.843362527906577,1.1,1.1,0.0,0.0,1.0,64.44682826482409,0.0
GR,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-04,0,0.0,4.843362527906577,16.4,49.2,0.0,0.0,3.0,64.44682826482409,1.0
EG,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-04,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-04,0,0.0,4.843362527906577,12.3,24.6,0.0,0.0,2.0,64.44682826482409,0.0
GB,2022-09-04,0,0.0,4.843362527906577,7.7,7.7,1.0,0.0,1.0,64.44682826482409,0.0
JO,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CZ,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
PT,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,0.3,0.3,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
PT,2022-09-05,0,0.0,4.843362527906577,8.9,17.8,1.0,0.0,2.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,18.7,18.7,1.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,10.1,10.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,20.9,20.9,0.0,0.0,1.0,64.44682826482409,0.0
MY,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
LK,2022-09-05,0,0.0,4.843362527906577,20.666666666666668,62.0,1.0,2.0,3.0,61.0,0.0
IN,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
MR,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-05,0,0.0,4.843362527906577,2.0,2.0,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,3.9,3.9,0.0,0.0,1.0,64.44682826482409,0.0
BE,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
AZ,2022-09-05,0,0.0,4.843362527906577,3.4,3.4,1.0,0.0,1.0,64.44682826482409,0.0
PT,2022-09-05,0,0.0,4.843362527906577,0.4,0.4,0.0,0.0,1.0,64.44682826482409,0.0
GR,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
TR,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
LK,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-09-05,0,0.0,4.843362527906577,1.5,3.0,0.0,0.0,2.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-05,0,0.0,4.843362527906577,1.9,1.9,0.0,0.0,1.0,64.44682826482409,0.0
SA,2022-09-05,0,0.0,4.843362527906577,0.8,0.8,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,10.1,20.200000000000003,1.0,0.0,2.0,64.44682826482409,0.0
EG,2022-09-05,0,0.0,4.843362527906577,4.2,4.2,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
ES,2022-09-05,0,0.0,4.843362527906577,0.4,0.4,0.0,0.0,1.0,64.44682826482409,0.0
KE,2022-09-05,0,0.0,4.843362527906577,35.3,35.3,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BR,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-09-05,0,0.0,4.843362527906577,2.0,2.0,0.0,0.0,1.0,64.44682826482409,0.0
GN,2022-09-05,0,0.0,4.843362527906577,1.1,1.1,0.0,0.0,1.0,64.44682826482409,0.0
PK,2022-09-05,0,0.0,4.843362527906577,26.100000000000005,78.30000000000001,3.0,0.0,3.0,64.44682826482409,0.0
AT,2022-09-05,0,0.0,4.843362527906577,28.2,28.2,1.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
UA,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,0.3,0.3,0.0,0.0,1.0,64.44682826482409,0.0
SA,2022-09-05,0,0.0,4.843362527906577,0.55,1.1,0.0,0.0,2.0,64.44682826482409,0.0
CH,2022-09-05,0,0.0,4.843362527906577,1.8,1.8,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BG,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
SA,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
SG,2022-09-05,0,0.0,4.843362527906577,14.525,58.1,3.0,0.0,4.0,64.44682826482409,0.0
NL,2022-09-05,0,0.0,4.843362527906577,1.2,1.2,0.0,0.0,1.0,64.44682826482409,0.0
AU,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,17.9,35.8,2.0,0.0,2.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,20.433333333333334,61.3,2.0,0.0,3.0,64.44682826482409,0.0
PK,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,1,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BG,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
PT,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,0.3,0.3,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
ZA,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
SE,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NL,2022-09-05,0,0.0,4.843362527906577,24.8,24.8,1.0,0.0,1.0,64.44682826482409,0.0
PH,2022-09-05,1,0.0,4.843362527906577,27.1,27.1,1.0,0.0,1.0,64.44682826482409,0.0
IT,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-05,0,0.0,4.843362527906577,11.45,22.9,1.0,0.0,2.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
AL,2022-09-05,0,0.0,4.843362527906577,1.3,1.3,0.0,0.0,1.0,64.44682826482409,0.0
KE,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,43.4,43.4,1.0,1.0,1.0,17.0,0.0
GB,2022-09-05,1,0.0,4.843362527906577,94.95,189.9,2.0,0.0,2.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IE,2022-09-05,0,1.0,5.0,26.4,52.8,2.0,0.0,2.0,64.44682826482409,0.0
MA,2022-09-05,0,0.0,4.843362527906577,0.7,0.7,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-05,0,0.0,4.843362527906577,0.5,0.5,0.0,0.0,1.0,64.44682826482409,0.0
SE,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,78.1625,625.3,3.0,0.0,8.0,64.44682826482409,0.0
SG,2022-09-05,0,0.0,4.843362527906577,2.1,2.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,1,0.0,4.843362527906577,36.3,36.3,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,0.2,0.2,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,34.599999999999994,69.19999999999999,1.0,0.0,2.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,2.7,2.7,0.0,0.0,1.0,64.44682826482409,0.0
NP,2022-09-05,0,0.0,4.843362527906577,12.8,12.8,1.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,39.6,39.6,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,10.1,10.1,1.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
PH,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BE,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
SA,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
TR,2022-09-05,0,0.0,4.843362527906577,0.2,0.2,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-09-05,0,0.0,4.843362527906577,1.6,1.6,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DK,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-09-05,0,0.0,4.843362527906577,11.825,47.3,3.0,1.0,4.0,72.33333333333333,0.0
IE,2022-09-05,0,0.0,4.843362527906577,10.8,10.8,1.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CL,2022-09-05,0,1.0,5.0,12.6,37.8,3.0,1.0,3.0,83.0,0.0
PT,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-05,0,0.0,4.843362527906577,15.7,47.1,2.0,0.0,3.0,64.44682826482409,0.0
GB,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
SV,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BE,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-09-05,1,1.0,5.0,19.366666666666667,116.2,3.0,1.0,6.0,83.0,0.0
BE,2022-09-05,0,0.0,4.843362527906577,1.2,1.2,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DZ,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
PT,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NL,2022-09-05,0,0.0,4.843362527906577,0.4,0.4,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-05,0,0.0,4.843362527906577,6.1,6.1,1.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-05,0,0.0,4.843362527906577,3.2,6.4,1.0,0.0,2.0,64.44682826482409,0.0
TN,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BR,2022-09-05,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-06,1,0.0,4.843362527906577,47.3,94.6,2.0,2.0,2.0,55.333333333333336,0.0
US,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
LY,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
VN,2022-09-06,0,0.0,4.843362527906577,0.6,0.6,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-06,0,0.0,4.843362527906577,21.0,21.0,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
ID,2022-09-06,0,0.0,4.843362527906577,10.15,20.3,0.0,1.0,2.0,50.0,0.0
US,2022-09-06,0,0.0,4.843362527906577,0.8,0.8,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-09-06,0,0.0,4.843362527906577,16.95,33.9,1.0,0.0,2.0,64.44682826482409,0.0
IN,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
MY,2022-09-06,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
AT,2022-09-06,0,0.0,4.843362527906577,23.5,23.5,1.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,1.0,0.0,0.0,64.44682826482409,0.0
PK,2022-09-06,0,0.0,4.843362527906577,2.7,2.7,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-06,0,0.0,4.843362527906577,20.55,41.1,0.0,0.0,2.0,64.44682826482409,0.0
SA,2022-09-06,0,0.0,4.843362527906577,7.3,7.3,0.0,0.0,1.0,64.44682826482409,0.0
DK,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
AU,2022-09-06,1,0.0,4.843362527906577,15.4,15.4,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-06,0,0.0,4.843362527906577,3.1,3.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NL,2022-09-06,0,0.0,4.843362527906577,3.5,3.5,1.0,0.0,1.0,64.44682826482409,0.0
VN,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
KE,2022-09-06,0,0.0,4.843362527906577,30.65,61.3,2.0,0.0,2.0,64.44682826482409,0.0
SG,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-09-06,0,0.0,4.843362527906577,28.6,28.6,0.0,0.0,1.0,64.44682826482409,0.0
MD,2022-09-06,1,0.0,4.843362527906577,6.4,38.4,2.0,0.0,6.0,64.44682826482409,0.0
NG,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
AZ,2022-09-06,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
PT,2022-09-06,0,0.0,4.843362527906577,0.3,0.3,0.0,0.0,1.0,64.44682826482409,0.0
IT,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-06,0,0.0,4.843362527906577,1.4,1.4,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-09-06,0,0.0,4.843362527906577,6.2,6.2,1.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
ID,2022-09-06,0,0.0,4.843362527906577,0.3,0.3,0.0,0.0,1.0,64.44682826482409,0.0
PT,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-06,0,0.0,4.843362527906577,6.35,12.7,0.0,0.0,2.0,64.44682826482409,0.0
SZ,2022-09-06,0,0.0,4.843362527906577,4.6,4.6,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
KZ,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
TN,2022-09-06,0,0.0,4.843362527906577,0.6499999999999999,1.2999999999999998,0.0,0.0,2.0,64.44682826482409,0.0
PL,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GH,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-09-06,0,0.0,4.843362527906577,28.85,57.7,1.0,0.0,2.0,64.44682826482409,0.0
NG,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
SK,2022-09-06,0,0.0,4.843362527906577,28.6,28.6,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
HK,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,2.0
VN,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-09-06,0,0.0,4.843362527906577,0.4,0.4,0.0,0.0,1.0,64.44682826482409,0.0
ES,2022-09-06,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
